route_id,trip_id,service_id,trip_headsign,trip_short_name,direction_id,shape_id
O0905AAA0A,de2008aa-d3b5-4cf6-a707-7fe2bbbdb523,U_REG,Bonsucesso,905,1,O0905AAA0AVDU01
O0906AAA0A,158433cc-faec-4c2c-8d41-f3fe63d753f6,U_REG,Jardim América,906,1,O0906AAA0AVDU02
O0908AAA0A,e8b380b8-34c4-42c4-9382-34bff2707539,U_REG,Terminal Deodoro,908,1,61z8
O0908AAN0A,05a23fed-c900-4222-8a30-9b32010f64fc,U_REG,Terminal Deodoro,SN908,1,wkn5
O0908AAV0A,8e73051e-964e-4bc7-8b9f-40cda6f3d109,U_REG,Bonsucesso,SV908,0,l1ko
O0910AAA0A,95e2b8fe-8ce4-4ab1-a57b-628d50d9cad5,U_REG,Irajá,910,0,a0188f5b-68f4-4e19-872a-abace8c4344d
O0913AAA0A,50c27e46-77e8-4346-bf8a-73fba35dfce7,U_REG,Metrô Del Castilho,913,1,O0913AAA0AVDU02
O0915AAA0A,5d45efb3-90b2-47e7-993a-980ef6b3fb62,U_REG,Aeroporto Internacional,915,0,O0915AAA0AIDU02
O0917AAA0A,935c9e9e-7c5f-440f-94a6-be20e01d1d99,U_REG,Bonsucesso,LECD113,0,ebg7
O0917AAV0A,fa92740f-ab90-4800-9b46-51b263fe2451,U_REG,Padre Miguel,LECD114,1,5hya
O0918AAA0A,5833c187-bb11-4116-8678-7c14a5bfd0f2,U_REG,Bonsucesso,918,0,0v09
O0918AAP0A,db4788fb-e6c5-40bb-8d9e-fb79f779d851,U_REG,Terminal Deodoro,SP918,0,O0769AAA0AIDU01
O0919AAA0A,a4b0d994-6a75-4cd6-84cc-0308d146c17e,U_REG,Pavuna,919,1,O0919AAA0AVDU02
O0919AAN0A,8744db70-b102-473d-955d-6341ff524709,U_REG,Maré,SN919,0,mi84
O0920AAA0A,54094f34-3152-47a9-806c-91d9b8d49d1f,U_REG,Bonsucesso,920,0,O0920AAA0AIDU01
O0921AAA0A,8cfca711-1a28-492c-b5a4-a4fcf37ee76a,U_REG,Ribeira,921,0,pzsi
O0921AAV0A,311cbee8-4cb9-43a4-9030-6d8c2a14d110,U_REG,Bancários,SV921,1,pzn6
O0922AAA0A,bc15414d-d9c4-4205-a4c1-7d87d40635e7,U_REG,Tubiacanga,922,1,O0922AAA0AVDU02
O0922AAV0A,739b214f-b7f5-44c1-90f9-b9e1e1fb3276,U_REG,Terminal Fundão,SV922,0,gt43
O0925AAA0A,230bcc47-3406-4752-bb94-d2740633b960,U_REG,Bancários,925,0,O0925AAA0AIDU02
O0926AAA0A,f35a630d-aebe-48fc-92fe-9d42970c4bad,U_REG,Penha,926,0,0xz6
O0928AAA0A,3dff3e9c-f804-4f4d-8944-fecc4fce5cc6,U_REG,Bonsucesso,928,0,quyt
O0932AAA0A,22029c24-e48a-48e1-be74-b5f7e5819be1,U_REG,Gardênia Azul,932,1,92s8
O0940AAA0A,4507cb05-3ca0-401b-aad5-05dc63bee1bf,U_REG,Madureira,940,0,u35l
O0945AAA0A,bcbfc547-0335-4668-b8af-880cbc6c84d0,U_REG,Cidade Universitária,945,0,yjgy
O0946AAA0A,b6ed3788-0bda-43df-948e-2f30f58ac7f6,U_REG,Engenho da Rainha,LECD115,0,wyq4
O0950AAA0A,0881a02a-c549-49fc-b1a8-1cdd8dad31bf,U_REG,Vista Alegre,950,0,sz6e
O0951AAA0A,57d1cebc-03b0-4f90-83b3-414fd2e69219,U_REG,Vista Alegre,951,0,2bk6
O0954AAA0A,d4611f87-8ca1-4830-8ef8-9f0ac90b98fe,U_REG,Recreio dos Bandeirantes,954,0,39yj
O0954AAN0A,4a336141-dbb7-43fb-882f-55349d5b958e,U_REG,Recreio dos Bandeirantes,SN954,0,ewxh
O0955AAA0A,fbf4d5c3-99f8-4d14-b848-0920c74f0d5f,U_REG,Terminal Alvorada,955,0,x8eo
O0957AAA0A,0036fa18-35ef-41e8-9e09-8eb190805dec,U_REG,Terminal Alvorada,957,0,2fo3
O0959AAA0A,be6ece4f-8b9c-4d70-9737-f0506d4e9ca7,U_REG,Circular,LECD116,0,7vu5
O0961AAA0A,c4e52bbd-1aa9-4118-a653-6e14b1e6723d,U_REG,Rio das Pedras,961,1,8bai
O0975AAA0A,59231815-60e3-41b4-b939-45110b90b8c3,U_REG,Madureira,LECD117,1,4b80
O0979AAA0A,ae5fc5dc-bba0-4589-a948-33fc14e258ac,U_REG,Terminal Fundão,LECD118,0,pcu3
O0987AAA0A,73adc682-6ab3-437c-a326-007c3a28ecdd,U_REG,Circular,987,0,bfne
O0990AAA0A,b8a442fe-5b0c-4241-9956-d1181bf92a23,U_REG,Joatinga,990,0,O0042CAA0AIDU01
